s,x,y,kappa
0.48,0.5538562888286447,0.10277556073875871,0.7377718813994923
0.49,0.56384228410784,0.10223401837441932,0.7225329426321602
0.5,0.5738317238669436,0.10176909051206302,0.6902866310282394
0.51,0.5838241773936718,0.10137999030235575,0.6439843992704779
0.52,0.5938192108398385,0.10106577475694714,0.5860114300612284
0.53,0.6038163129448572,0.1008216464632007,0.5181474076310925
0.54,0.6138148919795651,0.1006388014148358,0.4417091980461605
0.55,0.6238143524673754,0.10050824901837986,0.3577643578005055
0.56,0.6338141285803317,0.10042086843663128,0.26732475075808254
0.57,0.6438139890836612,0.10036606899507357,0.1714697163472792
0.58,0.6538139139208041,0.10033233233256751,0.07139103763968074
0.59,0.6638138863500732,0.10030812552604756,-0.03162018372989951
0.6,0.6738138796177761,0.10028188580462044,-0.13621939643115705
0.61,0.6838138200728128,0.10024191058664034,-0.24106204626185915
0.62,0.6938136203442707,0.10017645638890196,-0.3448469553251118
0.63,0.7038131909607985,0.1000737858848122,-0.446345587089601
0.64,0.7138122640220039,0.09992268560061394,-0.5444153910126851
0.65,0.7238102597106209,0.09971285782457316,-0.6379996781356096
0.66,0.7338065667733273,0.09943409713860428,-0.7261227625651399
0.67,0.7438005353104086,0.09907633055984336,-0.8078844696970388
0.68,0.7537910926674124,0.09863093382064454,-0.8824562747868003
0.69,0.7637769055268049,0.09809017590549941,-0.9490817637087607
0.7,0.7737566366224546,0.09744633986287138,-1.0070820392548931
0.71,0.7837288431662177,0.09669255439496653,-1.0558667664399581
0.72,0.7936917822047553,0.09582435372883863,-1.094950569311891
0.73,0.8036436577696678,0.09483769695440586,-1.1239736620678897
0.74,0.8135826788766618,0.09372866763917352,-1.14272558436602
0.75,0.8235071414781088,0.0924955205856043,-1.1511691759717058
0.76,0.8334154153948007,0.09113835545296474,-1.1494602982440112
0.77,0.8433058727962421,0.08965733055909964,-1.1379586862660396
0.78,0.8531770613713328,0.08805338153860508,-1.1172258581485515
0.79,0.863028221681219,0.08633051252573863,-1.0880072589285985
0.8,0.872858765233871,0.0844934847211172,-1.051198335322606
0.81,0.8826681169059051,0.08254708220472043,-1.0077973903105388
0.82,0.8924561609899834,0.08049687531012398,-0.958850694187173
0.83,0.9022233458671308,0.07834939976274743,-0.9053969117402063
0.84,0.9119701544983444,0.0761112504688498,-0.8484179425540865
0.85,0.9216971223000816,0.07378901485302095,-0.7888015585555814
0.86,0.9314051729159502,0.0713892249674065,-0.7273187995564818
0.87,0.941095404208982,0.06891838801541252,-0.6646164825497819
0.88,0.9507689150257764,0.06638301103954332,-0.6012224306824314
0.89,0.9604269064146485,0.06378957309869704,-0.5375592350961449
0.9,0.9700708575789364,0.06114447709081244,-0.47396236624060684
0.91,0.9797022945984766,0.058454113078687024,-0.41069912768070543
0.92,0.9893227453940663,0.055724866582154114,-0.3479854311525405
0.93,0.9989338060244333,0.05296295497612967,-0.2859989105937239
0.94,1.0085371591274948,0.050174381982864155,-0.22488870523100696
0.95,1.01813449293684,0.04736513751608982,-0.16478249853540317
0.96,1.0277274936561442,0.04454119130190354,-0.10579108816507937
0.97,1.0373178206870939,0.04170824651885351,-0.048011421322150916
0.98,1.04690711448567,0.03887181792919428,0.008470765903688079
0.99,1.056497015108711,0.03603741632566883,0.06357873745841505
1.0,1.0660891437919784,0.03321050583373598,0.11724318116463794
1.01,1.0756849836721787,0.030396208159116162,0.16940084122672824
1.02,1.085285956378939,0.027599492499333387,0.21999321796394722
1.03,1.0948934832600057,0.02482532735298044,0.26896552471337953
1.04,1.1045089415663865,0.022078605607843277,0.3162658744572029
1.05,1.114133484070317,0.01936383524748191,0.3618445490762122
1.06,1.1237681922929206,0.01668540208419647,0.40565311075531624
1.07,1.1334141477262423,0.014047691880428056,0.44764351677306025
1.08,1.1430723645262457,0.011454981690613826,0.48776768710463514
1.09,1.1527435772505765,0.008911097183038437,0.5259772647735215
1.1,1.16242844789696,0.006419746884568785,0.5622227373791217
1.11,1.1721276384629613,0.003984639321814876,0.5964516113520054
1.12,1.1818417374363317,0.0016093693059629458,0.6286050850939306
1.13,1.1915710454122685,-0.0007029137049008568,0.658609768845011
1.14,1.2013157925175182,-0.0029491692633034027,0.6863604710808286
1.15,1.2110762088788265,-0.005126356921771566,0.7116916083838903
1.16,1.2208524530040386,-0.007231614931410687,0.7343351193284036
1.17,1.2306443788171182,-0.009262841520181432,0.7538675843296793
1.18,1.240451759286453,-0.011218136910858717,0.7696562532773532
1.19,1.2502743673797803,-0.013095601327837639,0.7808181137950563
1.2,1.2601119526322173,-0.014893322554572173,0.7862100267900831
1.21,1.2699641398657466,-0.016609322161319374,0.7844702987705472
1.22,1.2798305125763834,-0.01824159977738792,0.7741292275336978
1.23,1.2897106542333125,-0.01978815501784206,0.7537948978240727
1.24,1.2996040828099555,-0.021247414951409735,0.7224037706164601
1.25,1.309509805687167,-0.022621138994558813,0.6795053509919138
1.26,1.3194265905834928,-0.023912650703550933,0.6255290473282005
1.27,1.3293532038349336,-0.025125282657739095,0.5619691137471221
1.28,1.3392883806724256,-0.026262948524561427,0.4914270533566856
1.29,1.3492304139299405,-0.027337826593664707,0.4174723988045105
1.3,1.3591772672891804,-0.028368244200399302,0.3443195604901573
1.31,1.369126896598296,-0.029372675022316073,0.27636202992735565
1.32,1.3790772769837996,-0.030369422912252336,0.21764257375734244
1.33,1.3890271902602451,-0.03136968553988213,0.1713554339124239
1.34,1.3989765005314085,-0.032375126597657226,0.1394690490077114
1.35,1.4089251477964575,-0.03338674120909501,0.1225293701822663
1.36,1.4188730722131269,-0.034405522838008545,0.11966336128613175
1.37,1.428820420008102,-0.035430308047498256,0.1287643920347633
1.38,1.4387679483416804,-0.03645353882669321,0.1468125802932174
1.39,1.4487165270623457,-0.03746647767004371,0.1702646596048629
1.4,1.4586670260185817,-0.038460387072000106,0.19544906995474662
1.41,1.4686202531127623,-0.0394270376621205,0.21891036368739372
1.42,1.4785765098488786,-0.040362353983740974,0.23765679957857028
1.43,1.4885358502537283,-0.041264290600332314,0.24929389169199256
1.44,1.4984983266733103,-0.0421308158627264,0.2520517446823545
1.45,1.5084639846398062,-0.04295997920157898,0.24472951972905252
1.46,1.5184326409122781,-0.04375255229290795,0.22660944434068167
